person_id,household_id,work_lat,work_lng,prev_work_lat,prev_work_lng,school_loc_lat,school_loc_lng
2125459402,21254594,47.306,-122.231,,,,
2125459403,21254594,,,,,,
2125459701,21254597,,,,,,
2125459702,21254597,,,,,,
2125463601,21254636,47.5849,-122.3,,,,
2125463602,21254636,,,,,,
2125463603,21254636,,,,,47.30288,-122.3768
2125474701,21254747,,,,,,
2125474801,21254748,,,,,,
2125474802,21254748,,,,,,
2125479001,21254790,47.1269,-122.292,,,,
2125479002,21254790,47.1225,-122.292,,,,
2125486601,21254866,,,,,,
2125492801,21254928,47.3783,-122.236,,,47.65665,-122.31293
2125494001,21254940,47.585,-122.627,,,,
2125494002,21254940,47.5356,-122.636,,,,
2125498701,21254987,,,,,,
2125499501,21254995,,,,,,
2125499502,21254995,,,,,,
2125503501,21255035,47.1598,-122.457,,,,
2125503502,21255035,,,,,,
2125504401,21255044,,,,,,
2125508801,21255088,,,,,,
2125508802,21255088,,,,,,
2125514301,21255143,,,,,,
2125514302,21255143,,,,,,
2125515901,21255159,,,,,,
2125515902,21255159,47.5654,-122.34,,,,
2125515903,21255159,,,,,47.4712,-122.28804
2125515904,21255159,,,,,,
2125517401,21255174,47.6443,-122.699,,,,
2125517402,21255174,,,,,,
2125517403,21255174,,,,,47.62688,-122.66517
2125517404,21255174,,,,,47.62688,-122.66517
2125517405,21255174,,,,,,
2125517406,21255174,,,,,,
2125519501,21255195,,,,,,
2125519502,21255195,,,,,,
2125522101,21255221,,,,,,
2125522102,21255221,,,,,,
2125523001,21255230,47.4803,-122.219,,,,
2125523002,21255230,47.5671,-122.308,,,,
2125524901,21255249,,,,,,
2125524902,21255249,,,,,,
2125525401,21255254,,,,,,
2125525402,21255254,,,,,,
2125525403,21255254,,,,,,
2125525404,21255254,,,,,,
2125527701,21255277,,,,,,
2125527702,21255277,,,,,,
2125538201,21255382,,,,,,
2125538202,21255382,,,,,47.6054,-122.30128
2125546501,21255465,,,,,,
2125546502,21255465,,,,,,
2125550901,21255509,,,,,,
2125554601,21255546,47.1548,-122.292,,,,
2125554602,21255546,,,,,,
2125555001,21255550,47.6723,-122.127,,,,
2125555002,21255550,,,,,,
2125555003,21255550,,,,,,
2125556901,21255569,47.6394,-122.128,,,,
2125556902,21255569,47.6394,-122.128,,,,
2125556903,21255569,,,,,,
2125556904,21255569,,,,,47.64866,-122.03675
2125556905,21255569,,,,,47.59207,-122.14114
2125558101,21255581,47.5577,-122.646,,,,
2125558102,21255581,,,,,,
2125567501,21255675,,,,,,
2125567502,21255675,,,,,,
2125571201,21255712,47.6674,-122.383,,,,
2125571202,21255712,,,,,,
2125571203,21255712,47.8242,-122.271,,,,
2125571204,21255712,47.8297,-122.273,,,,
2125578501,21255785,,,,,,
2125579101,21255791,,,,,,
2125580601,21255806,47.5381,-122.315,,,,
2125582901,21255829,,,,,,
2125584901,21255849,,,,,,
2125584902,21255849,47.6562,-122.304,,,,
2125591201,21255912,,,,,,
2125591202,21255912,,,,,,
2125591701,21255917,,,,,,
2125591901,21255919,,,,,,
2125600101,21256001,,,,,,
2125600102,21256001,,,,,47.7491,-122.3223
2125600103,21256001,,,,,47.7491,-122.3223
2125604101,21256041,47.7635,-122.182,,,,
2125614101,21256141,,,,,,
2125614102,21256141,,,,,,
2125615601,21256156,,,,,,
2125615602,21256156,,,,,,
2125615603,21256156,,,,,,
2125616401,21256164,47.4319,-122.299,,,,
2125616402,21256164,,,,,,
2125616403,21256164,,,,,,
2125616404,21256164,,,,,,
2125616405,21256164,,,,,,
2125616501,21256165,,,,,,
2125616502,21256165,,,,,,
2125617001,21256170,,,,,,
2125617701,21256177,,,,,,
2125617702,21256177,,,,,,
2125619301,21256193,47.6511,-122.352,,,,
2125621201,21256212,47.6441,-122.2,,,,
2125621202,21256212,47.6503,-122.35,,,,
2125621203,21256212,47.6532,-122.316,,,,
2125624501,21256245,,,,,,
2125624502,21256245,47.2807,-122.157,,,,
2125624503,21256245,,,,,47.28157,-122.1628
2125624504,21256245,,,,,47.28068,-122.15715
2125624901,21256249,47.5549,-122.676,,,,
2125624902,21256249,,,,,,
2125627701,21256277,,,,,,
2125627702,21256277,47.7024,-122.694,,,,
2125633801,21256338,,,,,,
2125633802,21256338,,,,,,
2125639801,21256398,47.4442,-122.334,,,47.44106,-122.32295
2125639802,21256398,47.4613,-122.333,,,,
2125640601,21256406,47.6626,-122.282,,,,
2125644601,21256446,47.4429,-122.301,,,,
2125644602,21256446,47.4429,-122.301,,,,
2125644603,21256446,,,,,,
2125644604,21256446,,,,,,
2125644605,21256446,,,,,47.24609,-122.1923
2125646101,21256461,,,,,,
2125646102,21256461,47.7973,-122.204,,,,
2125646801,21256468,47.2594,-122.453,,,,
2125651101,21256511,47.5284,-121.874,,,,
2125651102,21256511,47.7074,-122.175,,,,
2125651103,21256511,47.6285,-122.146,,,,
2125652001,21256520,,,,,,
2125652401,21256524,,,,,,
2125652402,21256524,47.5552,-122.326,,,,
2125652501,21256525,47.6075,-122.338,,,,
2125652502,21256525,47.608,-122.337,,,,
2125662001,21256620,47.4718,-122.288,,,,
2125662501,21256625,48.1326,-122.178,,,,
2125662502,21256625,47.8159,-122.303,,,,
2125664901,21256649,,,,,,
2125664902,21256649,,,,,,
2125664903,21256649,,,,,,
2125665301,21256653,,,,,,
2125665302,21256653,47.6096,-122.328,,,,
2125665303,21256653,47.4115,-122.306,,,,
2125665304,21256653,,,,,,
2125665305,21256653,,,,,,
2125667901,21256679,,,,,,
2125667902,21256679,48.135,-122.176,,,,
2125667903,21256679,,,,,,
2125668701,21256687,,,,,,
2125668702,21256687,,,,,,
2125670201,21256702,47.6258,-122.19,,,,
2125673001,21256730,,,,,,
2125676201,21256762,,,,,,
2125676501,21256765,,,,,,
2125676502,21256765,,,,,,
2125676503,21256765,,,,,,
2125677301,21256773,,,,,,
2125677302,21256773,,,,,,
2125680001,21256800,,,,,,
2125680002,21256800,,,,,,
2125680501,21256805,,,,,,
2125680502,21256805,,,,,,
2125683501,21256835,47.6364,-122.133,,,,
2125683502,21256835,,,,,,
2125683503,21256835,,,,,,
2125687801,21256878,47.7008,-122.343,,,,
2125687802,21256878,47.4604,-122.332,,,,
2125688001,21256880,47.645,-122.696,,,,
2125688002,21256880,,,,,,
2125688003,21256880,,,,,47.62832,-122.75446
2125688004,21256880,,,,,47.62832,-122.75446
2125688005,21256880,,,,,,
2125698501,21256985,,,,,,
2125698502,21256985,,,,,,
2125699001,21256990,,,,,,
2125699002,21256990,,,,,,
2125706301,21257063,,,,,,
2125706901,21257069,,,,,,
2125706902,21257069,47.6225,-122.336,,,,
2125706903,21257069,,,,,47.74192,-122.29773
2125706904,21257069,,,,,47.74653,-122.30348
2125708301,21257083,,,,,,
2125708302,21257083,,,,,,
2125708303,21257083,,,,,,
2125713401,21257134,,,,,,
2125719501,21257195,,,,,,
2125719502,21257195,,,,,,
2125719503,21257195,,,,,,
2125721401,21257214,47.7234,-122.738,,,,
2125721402,21257214,47.651,-122.692,,,,
2125721403,21257214,,,,,47.6539,-122.69776
2125721404,21257214,,,,,47.65776,-122.66797
2125722501,21257225,,,,,,
2125722502,21257225,,,,,,
2125722801,21257228,,,,,,
2125731401,21257314,,,,,,
2125731402,21257314,,,,,,
2125745701,21257457,,,,,,
2125745702,21257457,,,,,,
2125753701,21257537,,,,,,
2125755201,21257552,,,,,,
2125755401,21257554,47.5313,-122.282,,,,
2125756201,21257562,,,,,,
2125756202,21257562,,,,,47.64674,-122.03783
2125756203,21257562,,,,,,
2125756204,21257562,,,,,47.66782,-122.06096
2125769801,21257698,,,,,,
2125776601,21257766,,,,,,
2125776602,21257766,,,,,,
2125779101,21257791,47.6177,-122.353,,,,
2125779102,21257791,,,,,47.50032,-122.29973
2125780201,21257802,,,,,,
2125780601,21257806,47.3357,-122.312,,,,
2125780602,21257806,47.0814,-122.323,,,,
2125783301,21257833,47.4484,-122.461,,,,
2125783302,21257833,,,,,,
2125787201,21257872,,,,,,
2125787202,21257872,47.6076,-122.335,,,,
2125787203,21257872,47.547,-122.287,,,,
2125797101,21257971,47.506,-122.654,,,,
2125797102,21257971,47.5628,-122.637,,,,
2125797103,21257971,,,,,47.50605,-122.65428
2125801301,21258013,,,,,,
2125801302,21258013,47.6234,-122.333,,,,
2125802501,21258025,,,,,,
2125804801,21258048,,,,,,
2125804802,21258048,,,,,47.62221,-122.3054
2125805401,21258054,,,,,,
2125805402,21258054,,,,,,
2125814101,21258141,,,,,,
2125814102,21258141,,,,,,
2125814103,21258141,,,,,,
2125817601,21258176,,,,,,
2125817602,21258176,,,,,,
2125818301,21258183,,,,,,
2125820901,21258209,,,,,,
2125820902,21258209,,,,,,
2125822201,21258222,,,,,,
2125824201,21258242,,,,,,
2125824202,21258242,,,,,,
2125824203,21258242,,,,,47.74341,-122.15872
2125825901,21258259,,,,,,
2125825902,21258259,,,,,47.22527,-122.44143
2125825903,21258259,,,,,48.76804,-122.44309
2125825904,21258259,,,,,47.20934,-122.4058
2125825905,21258259,,,,,,
2125826501,21258265,,,,,,
2125830701,21258307,,,,,,
2125837001,21258370,47.3673,-122.303,,,,
2125837002,21258370,,,,,,
2125837003,21258370,47.3583,-122.31,,,,
2125837004,21258370,47.3583,-122.31,,,,
2125837005,21258370,47.2666,-122.381,,,,
2125837301,21258373,,,,,,
2125837302,21258373,,,,,,
2125837303,21258373,47.7046,-122.333,,,,
2125838601,21258386,47.599,-122.298,,,,
2125838602,21258386,,,,,47.65757,-122.28899
2125841801,21258418,,,,,,
2125841802,21258418,,,,,,
2125841803,21258418,,,,,47.6041,-122.17055
2125841804,21258418,,,,,47.6041,-122.17055
2125848301,21258483,,,,,,
2125848302,21258483,,,,,,
2125858001,21258580,47.8861,-122.281,,,,
2125861201,21258612,,,,,,
2125861202,21258612,,,,,,
2125862601,21258626,47.4551,-122.245,,,,
2125862602,21258626,,,,,,
2125862603,21258626,,,,,,
2125862604,21258626,,,,,,
2125862605,21258626,,,,,,
2125862606,21258626,,,,,,
2125863201,21258632,,,,,,
2125863202,21258632,,,,,,
2125863801,21258638,,,,,,
2125863802,21258638,,,,,,
2125868601,21258686,,,,,,
2125868602,21258686,47.1017,-122.587,,,,
2125868603,21258686,,,,,,
2125868604,21258686,,,,,,
2125868605,21258686,,,,,47.22133,-122.55303
2125869801,21258698,,,,,,
2125872501,21258725,47.7997,-122.213,,,,
2125878501,21258785,,,,,,
2125878502,21258785,47.7042,-122.345,,,,
2125880801,21258808,,,,,,
2125882201,21258822,,,,,,
2125882202,21258822,,,,,,
2125882203,21258822,,,,,47.55855,-122.01543
2125882204,21258822,,,,,47.55855,-122.01543
2125887501,21258875,47.5725,-122.293,,,,
2125887502,21258875,47.1267,-122.545,,,,
2125890301,21258903,,,,,,
2125890302,21258903,,,,,,
2125896801,21258968,47.6165,-122.201,,,,
2125896901,21258969,47.7965,-122.655,,,,
2125899901,21258999,,,,,,
2125899902,21258999,,,,,,
2125899903,21258999,,,,,47.67613,-122.11674
2125899904,21258999,,,,,47.67686,-122.11808
2125899905,21258999,,,,,,
2125900301,21259003,,,,,,
2125910601,21259106,,,,,,
2125916501,21259165,47.3466,-122.613,,,,
2125916502,21259165,,,,,,
2125918801,21259188,,,,,,
2125918802,21259188,,,,,,
2125918803,21259188,,,,,,
2125921301,21259213,,,,,,
2125925601,21259256,47.6847,-122.335,,,,
2125925602,21259256,47.7027,-122.325,,,,
2125926601,21259266,,,,,,
2125926602,21259266,,,,,,
2125927601,21259276,,,,,,
2125933001,21259330,,,,,,
2125939901,21259399,,,,,,
2125939902,21259399,,,,,,
2125951601,21259516,,,,,,
2125951602,21259516,,,,,,
2125951603,21259516,,,,,47.74752,-122.35846
2125956801,21259568,47.9755,-122.198,,,,
2125956802,21259568,,,,,,
2125960901,21259609,47.5652,-122.387,,,,
2125960902,21259609,,,,,,
2125960903,21259609,,,,,47.38518,-122.23033
2125968601,21259686,,,,,,
2125968602,21259686,,,,,,
2125968603,21259686,,,,,47.80175,-122.28822
2125968604,21259686,,,,,47.79816,-122.27666
2125973701,21259737,,,,,,
2125975401,21259754,47.6189,-122.303,,,,
2125980301,21259803,,,,,,
2125980302,21259803,,,,,,
2125980303,21259803,,,,,,
2125980304,21259803,47.8794,-122.255,,,,
2125980305,21259803,,,,,,
2125980306,21259803,,,,,,
2125980307,21259803,,,,,47.89096,-122.23811
2125984301,21259843,47.1964,-122.464,,,,
2125991301,21259913,,,,,,
2125991302,21259913,,,,,,
2125991303,21259913,,,,,47.61374,-122.0321
2126004101,21260041,47.1687,-122.518,,,,
2126004102,21260041,47.27,-122.496,,,,
2126006101,21260061,,,,,,
2126009201,21260092,47.8465,-122.255,,,,
2126009202,21260092,,,,,,
2126009801,21260098,,,,,,
2126014801,21260148,47.5294,-122.6,,,,
2126015601,21260156,,,,,,
2126015602,21260156,,,,,,
2126017201,21260172,,,,,,
2126017202,21260172,,,,,,
2126017203,21260172,,,,,,
2126018101,21260181,,,,,,
2126018102,21260181,,,,,,
2126020401,21260204,,,,,,
2126020402,21260204,,,,,,
2126020403,21260204,,,,,,
2126020404,21260204,,,,,,
2126027201,21260272,47.6225,-122.358,,,,
2126027202,21260272,,,,,,
2126027203,21260272,,,,,,
2126027501,21260275,47.6555,-122.675,,,,
2126027502,21260275,47.6289,-122.343,,,,
2126027503,21260275,,,,,47.64341,-122.19888
2126027504,21260275,,,,,47.5867,-122.1573
2126028701,21260287,,,,,,
2126028702,21260287,47.3972,-122.257,,,,
2126031101,21260311,,,,,,
2126031102,21260311,,,,,47.92501,-122.22153
2126031103,21260311,,,,,47.92501,-122.22153
2126031104,21260311,,,,,47.88146,-122.20429
2126032201,21260322,47.6179,-122.196,,,,
2126043901,21260439,47.603,-122.321,,,,
2126044701,21260447,,,,,,
2126044702,21260447,,,,,,
2126050101,21260501,47.6452,-122.529,,,,
2126050102,21260501,47.3464,-122.611,,,47.34664,-122.61251
2126050103,21260501,,,,,,
2126051701,21260517,,,,,,
2126056501,21260565,,,,,,
2126056502,21260565,,,,,,
2126061001,21260610,47.6666,-122.099,,,,
2126061201,21260612,47.6065,-122.331,,,,
2126061202,21260612,47.7601,-122.191,,,,
2126062301,21260623,,,,,,
2126066201,21260662,47.6028,-122.328,,,,
2126066202,21260662,,,,,,
2126066203,21260662,,,,,47.61806,-122.28694
2126069201,21260692,47.6611,-122.282,,,,
2126069202,21260692,,,,,,
2126069203,21260692,,,,,47.78898,-122.28246
2126069204,21260692,,,,,,
2126069801,21260698,,,,,,
2126073401,21260734,,,,,,
2126073402,21260734,,,,,,
2126073403,21260734,47.607,-122.338,,,,
2126073404,21260734,47.6803,-122.329,,,,
2126075401,21260754,47.3085,-122.22,,,,
2126077901,21260779,,,,,,
2126077902,21260779,,,,,,
2126090001,21260900,,,,,,
2126090002,21260900,,,,,47.65665,-122.31293
2126090003,21260900,,,,,,
2126093001,21260930,47.6114,-122.344,,,,
2126102301,21261023,,,,,,
2126102302,21261023,47.6698,-122.387,,,,
2126102303,21261023,,,,,,
2126102304,21261023,,,,,,
2126104301,21261043,,,,,,
2126104302,21261043,,,,,,
2126109301,21261093,47.6158,-122.337,,,,
2126118801,21261188,,,,,,
2126118802,21261188,,,,,,
2126118803,21261188,,,,,,
2126121801,21261218,,,,,,
2126122701,21261227,47.3958,-122.247,,,,
2126122702,21261227,47.6384,-122.125,,,,
2126122703,21261227,,,,,,
2126122704,21261227,,,,,,
2126125901,21261259,47.5767,-122.167,,,,
2126125902,21261259,47.6566,-122.313,,,,
2126125903,21261259,,,,,,
2126125904,21261259,,,,,,
2126126401,21261264,,,,,,
2126126402,21261264,,,,,,
2126136001,21261360,47.7231,-122.738,,,,
2126136002,21261360,47.5808,-122.626,,,,
2126136003,21261360,,,,,,
2126136004,21261360,,,,,,
2126148701,21261487,47.5273,-121.934,,,,
2126148702,21261487,,,,,,
2126152801,21261528,47.9383,-122.267,,,,
2126154301,21261543,47.6555,-122.675,,,,
2126155801,21261558,,,,,,
2126155802,21261558,,,,,,
2126156301,21261563,,,,,,
2126156302,21261563,47.6605,-122.317,,,,
2126157301,21261573,,,,,,
2126157302,21261573,47.6165,-122.201,,,,
2126159401,21261594,,,,,,
2126159402,21261594,,,,,,
2126165101,21261651,,,,,,
2126166701,21261667,,,,,,
2126166702,21261667,,,,,,
2126173501,21261735,,,,,,
2126173502,21261735,,,,,,
2126174201,21261742,,,,,,
2126174202,21261742,,,,,,
2126174203,21261742,,,,,,
2126175701,21261757,47.6863,-122.097,,,,
2126179401,21261794,47.6092,-122.324,,,,
2126181301,21261813,,,,,,
2126181302,21261813,,,,,,
2126191101,21261911,,,,,,
2126191102,21261911,47.6085,-122.328,,,,
2126191103,21261911,,,,,,
2126191104,21261911,,,,,,
2126195901,21261959,,,,,,
2126202001,21262020,47.2223,-122.412,,,,
2126202002,21262020,,,,,,
2126202201,21262022,,,,,,
2126202501,21262025,,,,,,
2126202502,21262025,47.446,-122.15,,,,
2126202503,21262025,,,,,,
2126202504,21262025,,,,,47.37636,-122.16606
2126209301,21262093,,,,,,
2126209302,21262093,,,,,,
2126210301,21262103,,,,,,
2126210302,21262103,,,,,,
2126210303,21262103,,,,,,
2126213801,21262138,,,,,,
2126213802,21262138,,,,,,
2126215101,21262151,47.6235,-122.168,,,,
2126215102,21262151,47.5758,-122.334,,,,
2126215103,21262151,47.6159,-122.327,,,,
2126216401,21262164,,,,,,
2126223001,21262230,,,,,,
2126232701,21262327,47.6626,-122.282,,,,
2126232702,21262327,47.883,-122.237,,,,
2126233001,21262330,,,,,,
2126233002,21262330,,,,,,
2126233003,21262330,,,,,47.68736,-122.35986
2126233004,21262330,,,,,47.68736,-122.35986
2126234501,21262345,47.8795,-122.206,,,,
2126234502,21262345,,,,,,
2126234503,21262345,47.8095,-122.377,,,,
2126234504,21262345,47.8795,-122.206,,,,
2126238101,21262381,47.597,-122.311,,,,
2126238102,21262381,47.6053,-122.331,,,,
2126240101,21262401,,,,,,
2126243201,21262432,48.7856,-122.524,,,,
2126243601,21262436,47.5881,-122.239,,,,
2126245201,21262452,,,,,,
2126245202,21262452,,,,,,
2126245203,21262452,,,,,,
2126245204,21262452,,,,,47.49755,-122.13925
2126246101,21262461,,,,,,
2126252301,21262523,47.6141,-122.194,,,,
2126252302,21262523,,,,,,
2126255801,21262558,47.0837,-122.365,,,,
2126255802,21262558,,,,,,
2126255803,21262558,,,,,47.21564,-122.40044
2126255804,21262558,,,,,47.21564,-122.40044
2126262001,21262620,,,,,,
2126262002,21262620,,,,,,
2126263401,21262634,,,,,,
2126264701,21262647,,,,,,
2126264702,21262647,47.6138,-122.196,,,,
2126264703,21262647,,,,,47.66756,-122.06103
2126264704,21262647,,,,,47.64691,-122.03714
2126267801,21262678,,,,,,
2126267802,21262678,,,,,,
2126267901,21262679,47.0884,-122.603,,,,
2126267902,21262679,,,,,,
2126268001,21262680,47.2607,-122.453,,,,
2126268002,21262680,47.1812,-122.256,,,,
2126271701,21262717,,,,,,
2126275901,21262759,,,,,,
2126291001,21262910,,,,,,
2126291002,21262910,,,,,,
2126294001,21262940,,,,,,
2126296501,21262965,47.6566,-122.313,,,,
2126297401,21262974,,,,,,
2126299501,21262995,,,,,,
2126299502,21262995,,,,,,
2126299503,21262995,47.3855,-122.236,,,,
2126304801,21263048,47.5625,-122.65,,,,
2126304802,21263048,47.6258,-122.513,,,,
2126305101,21263051,,,,,,
2126305102,21263051,,,,,,
2126306201,21263062,,,,,,
2126306202,21263062,,,,,,
2126306203,21263062,,,,,,
2126306204,21263062,,,,,47.34522,-122.27873
2126312901,21263129,47.6157,-122.335,,,,
2126312902,21263129,,,,,,
2126312903,21263129,,,,,47.78208,-122.36086
2126312904,21263129,,,,,47.78208,-122.36086
2126312905,21263129,,,,,,
2126314601,21263146,,,,,,
2126315601,21263156,,,,,,
2126315602,21263156,,,,,,
2126316501,21263165,47.5975,-122.31,,,,
2126316502,21263165,,,,,,
2126323601,21263236,,,,,,
2126323602,21263236,47.8513,-122.27,,,,
2126323603,21263236,,,,,,
2126331001,21263310,47.5787,-122.159,,,,
2126331002,21263310,47.6304,-122.128,,,,
2126331003,21263310,,,,,47.60004,-122.03268
2126336801,21263368,,,,,,
2126336802,21263368,47.6919,-122.12,,,,
2126336803,21263368,,,,,47.6694,-122.15972
2126336804,21263368,,,,,47.35626,-122.29887
2126344901,21263449,,,,,,
2126346401,21263464,,,,,,
2126346402,21263464,,,,,,
2126346403,21263464,,,,,47.70867,-122.29508
2126349401,21263494,,,,,,
2126357101,21263571,,,,,,
2126357102,21263571,,,,,,
2126360101,21263601,,,,,,
2126360102,21263601,47.6158,-122.204,,,,
2126365101,21263651,47.616,-122.197,,,,
2126367301,21263673,,,,,,
2126367302,21263673,47.4691,-122.211,,,,
2126369801,21263698,,,,,,
2126374501,21263745,,,,,,
2126374502,21263745,37.3912,-122.081,,,,
2126384101,21263841,,,,,,
2126387901,21263879,,,,,,
2126387902,21263879,47.2594,-122.453,,,,
2126388701,21263887,47.2597,-122.455,,,,
2126388702,21263887,,,,,,
2126388703,21263887,,,,,,
2126388704,21263887,,,,,,
2126399801,21263998,47.6981,-122.304,,,,
2126402001,21264020,,,,,,
2126402002,21264020,,,,,,
2126403101,21264031,,,,,,
2126403102,21264031,,,,,,
2126403103,21264031,47.6084,-122.333,,,,
2126403401,21264034,47.883,-122.237,,,,
2126403402,21264034,47.883,-122.237,,,,
2126407201,21264072,47.2456,-122.447,,,,
2126407801,21264078,,,,,,
2126407802,21264078,,,,,,
2126412701,21264127,47.563,-122.308,,,,
2126413501,21264135,47.647,-122.139,,,,
2126413502,21264135,47.6591,-122.139,,,,
2126414701,21264147,,,,,,
2126415501,21264155,,,,,,
2126415502,21264155,47.6039,-122.33,,,,
2126415503,21264155,,,,,47.45077,-122.15453
2126415504,21264155,,,,,47.45077,-122.15453
2126424601,21264246,,,,,,
2126424602,21264246,,,,,,
2126424603,21264246,,,,,,
2126424701,21264247,,,,,,
2126424702,21264247,,,,,,
2126424801,21264248,,,,,,
2126424802,21264248,,,,,,
2126424901,21264249,47.6137,-122.354,,,,
2126424902,21264249,,,,,,
2126425001,21264250,,,,,,
2126425002,21264250,,,,,,
2126425101,21264251,,,,,,
2126425102,21264251,,,,,,
2126425201,21264252,,,,,,
2126425202,21264252,,,,,,
2126425203,21264252,,,,,,
2126425204,21264252,,,,,,
2126425205,21264252,,,,,,
2126425206,21264252,,,,,,
2126425301,21264253,,,,,,
2126425401,21264254,47.6599,-122.389,,,,
2126425402,21264254,,,,,,
2126425403,21264254,,,,,,
2126425501,21264255,,,,,,
2126425601,21264256,,,,,,
2126425602,21264256,,,,,,
2126425603,21264256,,,,,,
2126425604,21264256,,,,,,
2126425605,21264256,,,,,,
2126425701,21264257,,,,,,
2126425702,21264257,,,,,,
2126425801,21264258,,,,,,
2126425802,21264258,,,,,,
2126425901,21264259,,,,,,
2126426001,21264260,,,,,,
2126426002,21264260,,,,,,
2126426101,21264261,,,,,,
2126426102,21264261,,,,,,
2126426103,21264261,,,,,,
2126426201,21264262,,,,,,
2126426202,21264262,,,,,,
2126426301,21264263,,,,,,
2126426302,21264263,,,,,,
2126426303,21264263,,,,,,
2126426304,21264263,,,,,,
2126426401,21264264,,,,,,
2126426402,21264264,,,,,,
2126426501,21264265,,,,,,
2126426502,21264265,,,,,,
2126426503,21264265,,,,,,
2126426504,21264265,,,,,,
2126426601,21264266,47.6315,-122.139,,,,
2126426602,21264266,,,,,,
2126426701,21264267,,,,,,
2126426702,21264267,,,,,,
2126426801,21264268,,,,,,
2126426802,21264268,,,,,,
2126426901,21264269,,,,,,
2126426902,21264269,,,,,,
2126426903,21264269,,,,,,
2126427001,21264270,47.7964,-122.199,,,,
2126427101,21264271,,,,,,
2126427102,21264271,,,,,,
2126427201,21264272,,,,,,
2126427202,21264272,,,,,,
2126427203,21264272,,,,,,
2126427204,21264272,,,,,,
2126427301,21264273,47.8613,-121.977,,,,
2126427302,21264273,,,,,,
2126427303,21264273,,,,,,
2126427304,21264273,,,,,,
2126427401,21264274,47.6566,-122.313,,,,
2126427402,21264274,,,,,,
2126427403,21264274,,,,,,
2126427404,21264274,,,,,,
2126427405,21264274,,,,,,
2126427501,21264275,,,,,,
2126427502,21264275,,,,,,
2126427503,21264275,,,,,,
2126427601,21264276,47.6135,-122.29,,,,
2126427701,21264277,47.9771,-122.206,,,,
2126427702,21264277,,,,,,
2126427801,21264278,,,,,,
2126427802,21264278,,,,,,
2126427803,21264278,,,,,,
2126427804,21264278,,,,,,
2126427805,21264278,,,,,,
2126427901,21264279,,,,,,
2126428001,21264280,,,,,,
2126428002,21264280,,,,,,
2126428003,21264280,,,,,,
2126428004,21264280,,,,,,
2126428101,21264281,,,,,,
2126428102,21264281,,,,,,
2126428201,21264282,,,,,,
2126428301,21264283,,,,,,
2126428401,21264284,,,,,,
2126428402,21264284,,,,,,
2126428501,21264285,47.4428,-122.301,,,,
2126428502,21264285,,,,,,
2126428503,21264285,,,,,,
2126428504,21264285,,,,,,
2126428505,21264285,,,,,,
2126428601,21264286,,,,,,
2126428602,21264286,,,,,,
2126428603,21264286,,,,,,
2126428604,21264286,,,,,,
2126428701,21264287,,,,,,
2126428801,21264288,,,,,,
2126428802,21264288,,,,,,
2126428803,21264288,,,,,,
2126428901,21264289,,,,,,
2126428902,21264289,,,,,,
2126429001,21264290,47.2419,-122.443,,,,
2126429002,21264290,,,,,,
2126429101,21264291,,,,,,
2126429201,21264292,,,,,,
2126429202,21264292,,,,,,
2126429301,21264293,47.684,-122.293,,,,
2126429302,21264293,,,,,,
2126429303,21264293,,,,,,
2126429401,21264294,47.6028,-122.328,,,,
2126429402,21264294,,,,,,
2126429403,21264294,,,,,,
2126429404,21264294,,,,,,
2126429501,21264295,,,,,,
2126429502,21264295,,,,,,
2126429601,21264296,,,,,,
2126429602,21264296,,,,,,
2126429701,21264297,48.0073,-122.208,,,,
2126429702,21264297,,,,,,
2126429703,21264297,,,,,,
2126429704,21264297,,,,,,
2126429705,21264297,,,,,,
2126429801,21264298,,,,,,
2126429901,21264299,47.9246,-122.248,,,,
2126430001,21264300,,,,,,
2126430002,21264300,,,,,,
2126430003,21264300,,,,,,
2126430004,21264300,,,,,,
2126430101,21264301,,,,,,
2126430102,21264301,,,,,,
2126430103,21264301,,,,,,
2126430104,21264301,,,,,,
2126430201,21264302,,,,,,
2126430301,21264303,,,,,,
2126430401,21264304,47.4463,-122.461,,,,
2126430402,21264304,,,,,,
2126430403,21264304,,,,,,
2126430501,21264305,,,,,,
2126430502,21264305,,,,,,
2126430601,21264306,47.1162,-122.29,,,,
2126430602,21264306,,,,,,
2126430603,21264306,,,,,,
2126430701,21264307,47.2422,-122.522,,,,
2126430901,21264309,47.6795,-122.198,,,,
2126430902,21264309,,,,,,
2126431001,21264310,,,,,,
2126431002,21264310,,,,,,
2126431101,21264311,47.5631,-122.626,,,,
2126431201,21264312,,,,,,
2126431202,21264312,,,,,,
2126431301,21264313,47.8638,-121.989,,,,
2126431302,21264313,,,,,,
2126431303,21264313,,,,,,
2126431304,21264313,,,,,,
2126431305,21264313,,,,,,
2126431401,21264314,,,,,,
2126431402,21264314,,,,,,
2126431501,21264315,47.0765,-122.428,,,,
2126431502,21264315,,,,,,
2126431503,21264315,,,,,,
2126431601,21264316,47.1918,-122.474,,,,
2126431602,21264316,,,,,,
2126431603,21264316,,,,,,
2126431701,21264317,,,,,,
2126431801,21264318,47.6031,-122.334,,,,
2126431901,21264319,,,,,,
2126431902,21264319,,,,,,
2126431903,21264319,,,,,,
2126432001,21264320,48.0512,-122.174,,,,
2126432002,21264320,,,,,,
2126432003,21264320,,,,,,
2126432004,21264320,,,,,,
2126432101,21264321,,,,,,
